clean_description,genre_list
escaped maze gladers face new set challenges open roads desolate landscape filled unimaginable obstacles,"['Action', 'Sci-Fi', 'Thriller']"
aspiring photographer develops intimate relationship older woman new york,"['Drama', 'Romance']"
young fbi agent eager prove field goes undercover white supremacist,"['Crime', 'Drama', 'Thriller']"
retired orchestra conductor holiday daughter film director best friend alps receives invitation queen elizabeth ii perform prince philips birthday,"['Comedy', 'Drama', 'Music']"
boy stands station platform train leave go mother stay father infinite possibilities arise decision long doesnt choose anything possible,"['Drama', 'Fantasy', 'Romance']"
teeming multicultural metropolis modernday london seemingly straightforward missingperson case launches downatheel private eye dangerous world religious fanaticism political intrigue,"['Crime', 'Drama', 'Thriller']"
pot growers ben chon face mexican drug cartel kidnapped shared girlfriend,"['Crime', 'Drama', 'Thriller']"
offbeat romantic comedy woman doesnt believe true love exists young man falls,"['Comedy', 'Drama', 'Romance']"
series interconnected short films follows washedup producer pitches insane story lines featuring biggest stars hollywood,"['Comedy', 'Romance']"
two astronauts work together survive accident leaves alone space,"['Drama', 'Sci-Fi', 'Thriller']"
set wwii story seen innocent eyes bruno eightyearold son commandant german concentration camp whose forbidden friendship jewish boy side camp fence startling unexpected consequences,"['Drama', 'War']"
marksman living exile coaxed back action learning plot kill president ultimately doublecrossed framed attempt goes run find real killer reason set,"['Action', 'Crime', 'Drama']"
science teacher wife young girl struggle survive plague causes infected commit suicide,"['Sci-Fi', 'Thriller']"
four men set wild west rescue group captives cannibalistic cave dwellers,"['Adventure', 'Drama', 'Horror']"
three years mike bowed stripper life top game remaining kings tampa hit road myrtle beach put one last blowout performance,"['Comedy', 'Drama', 'Music']"
cleancut high school student relies schools rumor mill advance social financial standing,"['Comedy', 'Drama', 'Romance']"
defiant leader moses rises egyptian pharaoh ramses setting slaves monumental journey escape egypt terrifying cycle deadly plagues,"['Action', 'Adventure', 'Drama']"
near future crime patrolled mechanized police force one police droid chappie stolen given new programming becomes first robot ability think feel,"['Action', 'Crime', 'Drama']"
dwarves along bilbo baggins gandalf grey continue quest reclaim erebor homeland smaug bilbo baggins possession mysterious magical ring,"['Adventure', 'Fantasy']"
sisters olanna kainene return home nigeria soon diverge different paths civil war breaks political events loom larger differences join fight establish independent republic,"['Drama', 'Romance']"
based extraordinary true story operation anthropoid wwii mission assassinate ss general reinhard heydrich main architect behind final solution reichs third command hitler himmler,"['Biography', 'History', 'Thriller']"
lawyer finds head gets involved drug trafficking,"['Crime', 'Drama', 'Thriller']"
kievan rus late th century death father young viking prince vladimir novgorod forced exile across frozen sea,"['Action', 'Drama', 'History']"
journalist recounts wartime coverage afghanistan,"['Biography', 'Comedy', 'Drama']"
teenage girl targeted online sexual predator,"['Crime', 'Drama', 'Thriller']"
young upandcoming martial artist bruce lee challenges legendary kung fu master wong jack man noholdsbarred fight northern california,"['Action', 'Biography', 'Drama']"
year wealthy live manmade space station rest population resides ruined earth man takes mission could bring equality polarized worlds,"['Action', 'Drama', 'Sci-Fi']"
group student activists travels amazon save rain forest soon discover alone good deed goes unpunished,"['Adventure', 'Horror']"
world beset appearance monstrous creatures one may one save humanity,"['Action', 'Adventure', 'Sci-Fi']"
expansion universe robert ludlums novels centered new hero whose stakes triggered events previous three films,"['Action', 'Adventure', 'Mystery']"
british investment broker inherits uncles chateau vineyard provence spent much childhood discovers new laidback lifestyle tries renovate estate sold,"['Comedy', 'Drama', 'Romance']"
college student unfriends mysterious girl online finds fighting demonic presence wants make lonely killing closest friends,"['Horror', 'Thriller']"
ferry bombed new orleans atf agent joins unique investigation using experimental surveillance technology find bomber soon finds becoming obsessed one victims,"['Action', 'Sci-Fi', 'Thriller']"
woman accidentally caught dark deal turns tables captors transforms merciless warrior evolved beyond human logic,"['Action', 'Sci-Fi', 'Thriller']"
story american poet emily dickinson early days young schoolgirl later years reclusive unrecognized artist,"['Biography', 'Drama']"
fresh prison street racer framed wealthy business associate joins cross country race revenge mind expartner learning plan places massive bounty head race begins,"['Action', 'Crime', 'Drama']"
homicide investigator digs deeper case involving trained military sniper shot five random victims,"['Action', 'Crime', 'Mystery']"
two downontheirluck guys decide fake deaths start new identities find people theyre pretending even deeper trouble,"['Action', 'Adventure', 'Comedy']"
murder investigation slain business man turns clues found authors book eerily similar crime based article true crimes postmodern murder mystery david grann,"['Crime', 'Drama', 'Thriller']"
allamerican college star beauty queen wife watch seemingly perfect life fall apart daughter joins turmoil america,"['Crime', 'Drama']"
ghostwriter hired complete memoirs former british prime minister uncovers secrets put life jeopardy,"['Mystery', 'Thriller']"
help mysterious pill enables user access percent brain abilities struggling writer becomes financial wizard also puts new world lots dangers,"['Mystery', 'Sci-Fi', 'Thriller']"
scifithriller story centered specialops team dispatched fight supernatural beings,"['Action', 'Mystery', 'Sci-Fi']"
young widow discovers late husband left messages intended help ease pain start new life,"['Drama', 'Romance']"
successful family man blossoming political career loses sense morality becomes addicted using escort agency,"['Drama', 'Thriller']"
father son go run pursued government cult drawn childs special powers,"['Drama', 'Mystery', 'Sci-Fi']"
member popular new york city improv troupe gets huge break rest group best friends start realize everyone going make,"['Comedy', 'Drama']"
nineteenyearold alice returns magical world childhood adventure reunites old friends learns true destiny end red queens reign terror,"['Adventure', 'Family', 'Fantasy']"
drama inspired life heavyweight boxer chuck wepner,"['Biography', 'Drama', 'Sport']"
suffered heartattack yearold carpenter must fight bureaucratic forces system order receive employment support allowance,['Drama']
bid keep luxurious condo significant couples breakup proceeds get uglier nastier moment,"['Comedy', 'Drama', 'Romance']"
story richard mildred loving couple whose arrest interracial marriage virginia began legal battle would end supreme courts historic decision,"['Biography', 'Drama', 'Romance']"
four young outsiders teleport alternate dangerous universe alters physical form shocking ways four must learn harness new abilities work together save earth former friend turned enemy,"['Action', 'Adventure', 'Sci-Fi']"
time starvation survivalist lives small plot land hidden deep forest two women seeking food shelter discover farm finds existence threatened,"['Drama', 'Sci-Fi', 'Thriller']"
young womans desperate search abducted boyfriend draws infamous colonia dignidad sect nobody ever escaped,"['Drama', 'Romance', 'Thriller']"
woman separated unfaithful husband falls younger man moved next door torrid affair soon takes dangerous turn,"['Mystery', 'Thriller']"
young married couples lives thrown harrowing tailspin acquaintance husbands past brings mysterious gifts horrifying secret light years,"['Mystery', 'Thriller']"
kingdom threatened turks young prince vlad tepes must become monster feared people order obtain power needed protect family families kingdom,"['Action', 'Drama', 'Fantasy']"
recounting new england whaling ships sinking giant whale experience later inspired great novel mobydick,"['Action', 'Adventure', 'Biography']"
private joe bauers definition average american selected pentagon guinea pig topsecret hibernation program forgotten awakes five centuries future discovers society incredibly dumbed hes easily intelligent person alive,"['Adventure', 'Comedy', 'Sci-Fi']"
cia operative hires team mercenaries eliminate latin dictator renegade cia agent,"['Action', 'Adventure', 'Thriller']"
five friends head remote cabin discovery book dead leads unwittingly summon demons living nearby woods,"['Fantasy', 'Horror']"
washedup truecrime writer ellison oswalt finds box super home movies suggest murder currently researching work serial killer whose work dates back,"['Horror', 'Mystery']"
video game villain wants hero sets fulfill dream quest brings havoc whole arcade lives,"['Animation', 'Adventure', 'Comedy']"
twist fairy tale huntsman ordered take snow white woods killed winds becoming protector mentor quest vanquish evil queen,"['Action', 'Adventure', 'Drama']"
yearold orphan peter spirited away magical world neverland finds fun danger ultimately discovers destiny become hero forever known peter pan,"['Adventure', 'Family', 'Fantasy']"
autobots learn cybertronian spacecraft hidden moon race decepticons reach learn secrets,"['Action', 'Adventure', 'Sci-Fi']"
faced unplanned pregnancy offbeat young woman makes unusual decision regarding unborn child,"['Comedy', 'Drama']"
failed american sales rep looks recoup losses traveling saudi arabia selling companys product wealthy monarch,"['Comedy', 'Drama']"
financial tv host lee gates producer patty put extreme situation irate investor takes studio,"['Crime', 'Drama', 'Thriller']"
discovering boyfriend married carly soon meets wife hes betraying yet another love affair discovered three women team plot revenge threetiming sob,"['Comedy', 'Romance']"
young maiden land called andalasia prepared wed sent away new york city evil queen falls love lawyer,"['Animation', 'Comedy', 'Family']"
yearold widower ben whittaker discovered retirement isnt cracked seizing opportunity get back game becomes senior intern online fashion site founded run jules ostin,"['Comedy', 'Drama']"
family determined get young daughter finals beauty pageant take crosscountry trip vw bus,"['Comedy', 'Drama']"
inspirational story world champion boxer vinny pazienza near fatal car crash left knowing hed ever walk made one sports incredible comebacks,"['Biography', 'Drama', 'Sport']"
perseus demigod son zeus battles minions underworld stop conquering heaven earth,"['Action', 'Adventure', 'Fantasy']"
coast guard makes daring rescue attempt coast cape cod pair oil tankers destroyed blizzard,"['Action', 'Drama', 'History']"
son virtual world designer goes looking father ends inside digital world father designed meets fathers corrupted creation unique ally born inside digital world,"['Action', 'Adventure', 'Sci-Fi']"
katniss everdeen peeta mellark become targets capitol victory th hunger games sparks rebellion districts panem,"['Action', 'Adventure', 'Mystery']"
mr david marks suspected never tried killing wife katie disappeared truth eventually revealed,"['Crime', 'Drama', 'Mystery']"
kick boxer avenge brother,['Action']
follows adventures aang young successor long line avatars must master four elements stop fire nation enslaving water tribes earth kingdom,"['Action', 'Adventure', 'Family']"
married couple wake discover sex tape made evening gone missing leading frantic search whereabouts,"['Comedy', 'Romance']"
follows lives five interconnected couples experience thrills surprises baby realize matter plan life always deliver expected,"['Comedy', 'Drama', 'Romance']"
oakland general manager billy beanes successful attempt assemble baseball team lean budget employing computergenerated analysis acquire new players,"['Biography', 'Drama', 'Sport']"
stunt motorcyclist johnny blaze gives soul become hellblazing vigilante fight power hungry blackheart son devil,"['Action', 'Fantasy', 'Thriller']"
nearfatal plane crash wwii olympian louis zamperini spends harrowing days raft two fellow crewmen hes caught japanese navy sent prisonerofwar camp,"['Biography', 'Drama', 'Sport']"
theseus mortal man chosen zeus lead fight ruthless king hyperion rampage across greece obtain weapon destroy humanity,"['Action', 'Drama', 'Fantasy']"
team international astronauts sent dangerous mission reignite dying sun nuclear fission bomb,"['Adventure', 'Sci-Fi', 'Thriller']"
determined make path life princess merida defies custom brings chaos kingdom granted one wish merida must rely bravery archery skills undo beastly curse,"['Animation', 'Adventure', 'Comedy']"
journalist aided search woman missing dead forty years young female hacker,"['Drama', 'Mystery', 'Thriller']"
pair childhood friends neighbors fall others sons,"['Drama', 'Romance']"
bob saginowski finds center robbery gone awry entwined investigation digs deep neighborhoods past friends families foes work together make living matter cost,"['Crime', 'Drama', 'Mystery']"
brother decides ditch couple weeks viola heads elite boarding school disguised proceeds fall one soccer teammates soon learns shes one romantic troubles,"['Comedy', 'Romance', 'Sport']"
brad whitaker radio host trying get stepchildren love call dad plans turn upside biological father dusty mayron returns,"['Comedy', 'Family']"
bullied young boy befriends young female vampire lives secrecy guardian,"['Drama', 'Horror', 'Mystery']"
frustrated conflicted teenager arrives new high school discover underground fight club meet classmate begins coerce fighting,"['Action', 'Drama', 'Sport']"
new assignment forces top spy team football hooligan brother,"['Action', 'Adventure', 'Comedy']"
astronaut sam bell quintessentially personal encounter toward end threeyear stint moon working alongside computer gerty sends back earth parcels resource helped diminish planets power problems,"['Drama', 'Mystery', 'Sci-Fi']"
supervillain megamind finally defeats nemesis superhero metro man without hero loses purpose must find new meaning life,"['Animation', 'Action', 'Comedy']"
los angeles city run gangsters malicious mobster mickey cohen determined end corruption john omara assembles team cops ready take ruthless leader restore peace city,"['Action', 'Crime', 'Drama']"
excon reunites estranged wayward year old daughter protect drug dealers trying kill,"['Action', 'Crime', 'Drama']"
baltimoreset movie interconnecting story arcs deals challenges reading misreading human behavior,"['Comedy', 'Drama', 'Romance']"
continuing legendary adventures awesomeness po must face two hugely epic different threats one supernatural little closer home,"['Animation', 'Action', 'Adventure']"
two brothers unleash psychotic reign terror journey build empire unprecedented power british mafia,"['Crime', 'Drama']"
ned conor forced share bedroom boarding school loner star athlete rugbymad school form unlikely friendship tested authorities,['Drama']
unflinching ozark mountain girl hacks dangerous social terrain hunts drugdealing father trying keep family intact,['Drama']
three friends conspire murder awful bosses realize standing way happiness,"['Comedy', 'Crime']"
widowed single mother raising violent son alone finds new hope mysterious neighbor inserts household,['Drama']
mythical world starts rebellion humanity order rule earth hellboy team must save world rebellious creatures,"['Action', 'Adventure', 'Fantasy']"
ethan longs escape small southern town meets mysterious new girl lena together uncover dark secrets respective families history town,"['Drama', 'Fantasy', 'Romance']"
practical joking father tries reconnect hard working daughter creating outrageous alter ego posing ceos life coach,"['Comedy', 'Drama']"
centers young girl murdered watches family killer purgatory must weigh desire vengeance desire family heal,"['Drama', 'Fantasy', 'Thriller']"
robert ford whos idolized jesse james since childhood tries hard join reforming gang missouri outlaw gradually becomes resentful bandit leader,"['Biography', 'Crime', 'Drama']"
new jersey guy dedicated family friends church develops unrealistic expectations watching porn works find happiness intimacy potential true love,"['Comedy', 'Drama', 'Romance']"
young con artist unruly cia agent embark antiterrorist mission france,"['Action', 'Crime', 'Drama']"
future soldier sent mission hunt leader humanoid rebellion,['Sci-Fi']
disillusioned confederate army deserter returns mississippi leads militia fellow deserters runaway slaves women uprising corrupt local confederate government,"['Action', 'Biography', 'Drama']"
girl falls perfect guy happens fatal flaw hes hitman run crime cartels employ,"['Action', 'Comedy', 'Romance']"
job along coworker threatened walter takes action real world embarking global journey turns adventure extraordinary anything could ever imagined,"['Adventure', 'Comedy', 'Drama']"
life changes malcolm geek whos surviving life tough neighborhood chance invitation underground party leads friends los angeles adventure,"['Comedy', 'Crime', 'Drama']"
human forces discover existence vampire lycan clans war eradicate species commences vampire warrior selene leads battle humankind,"['Action', 'Fantasy', 'Horror']"
grieving couple retreat cabin woods hoping repair broken hearts troubled marriage nature takes course things go bad worse,"['Drama', 'Horror']"
group young adults discover boarded camp crystal lake soon encounter jason voorhees deadly intentions,['Horror']
exgovernment operative bryan mills accused ruthless murder never committed witnessed tracked pursued mills brings particular set skills find true killer clear name,"['Action', 'Thriller']"
factory worker douglas quaid begins suspect spy visiting rekall company provides clients implanted fake memories life would like led goes wrong finds run,"['Action', 'Adventure', 'Mystery']"
cure found treat mutations lines drawn amongst xmen led professor charles xavier brotherhood band powerful mutants organized xaviers former ally magneto,"['Action', 'Adventure', 'Fantasy']"
desperate good story sexaddicted journalist throws world highclass escorts starts following stanfordeducated prostitute,"['Comedy', 'Drama', 'Romance']"
defense attorney works get teenage client acquitted murdering wealthy father,"['Crime', 'Drama', 'Mystery']"
larry spans globe uniting favorite new characters embarking epic quest save magic gone forever,"['Adventure', 'Comedy', 'Family']"
young woman suffering parkinsons befriends drug rep working pfizer pittsburgh,"['Comedy', 'Drama', 'Romance']"
dave skylark producer aaron rapoport run celebrity tabloid show skylark tonight land interview surprise fan north korean dictator kim jongun recruited cia turn trip pyongyang assassination mission,['Comedy']
monster emerges seouls han river focuses attention attacking people one victims loving family rescue clutches,"['Comedy', 'Drama', 'Horror']"
two teenage girls encounter internet child predator,"['Drama', 'Horror', 'Thriller']"
distant future small wastecollecting robot inadvertently embarks space journey ultimately decide fate mankind,"['Animation', 'Adventure', 'Family']"
funloving party animal ben stone last thing ever expected onenight stand show doorstep eight weeks later tell shes pregnant child,"['Comedy', 'Romance']"
soldier wakes someone elses body discovers hes part experimental government program find bomber commuter train mission minutes complete,"['Mystery', 'Romance', 'Sci-Fi']"
set depressionera franklin county virginia trio bootlegging brothers threatened new special deputy authorities angling cut profits,"['Crime', 'Drama']"
group online chat room friends find haunted mysterious supernatural force using account dead friend,"['Drama', 'Horror', 'Mystery']"
jim michelle stifler friends reunite east great falls michigan high school reunion,['Comedy']
struggling salesman takes custody son hes poised begin lifechanging professional career,"['Biography', 'Drama']"
six short stories explore extremities human behavior involving people distress,"['Comedy', 'Drama', 'Thriller']"
outlaw raised native americans discovers five halfbrothers together men go mission find wayward deadbeat dad,"['Comedy', 'Western']"
aftermath wwi young german grieves death fiancé france meets mysterious frenchman visits fiancés grave lay flowers,"['Drama', 'History', 'War']"
following outbreak virus wipes majority human population young woman documents familys new life quarantine tries protect infected sister,"['Drama', 'Horror', 'Sci-Fi']"
disgruntled korean war veteran walt kowalski sets reform neighbor hmong teenager tried steal kowalskis prized possession gran torino,['Drama']
adam jones bradley cooper chef destroyed career drugs diva behavior cleans returns london determined redeem spearheading top restaurant gain three michelin stars,"['Comedy', 'Drama']"
challenged man stalked tall phantoms business suits purchases car mysterious black credit card,"['Fantasy', 'Horror', 'Thriller']"
haunting portrait lucy young university student drawn mysterious hidden world unspoken desires,"['Drama', 'Romance']"
rose hathaway dhampir half humanhalf vampire guardian moroi peaceful mortal vampires living discreetly within world calling protect moroi bloodthirsty immortal vampires strigoi,"['Action', 'Comedy', 'Fantasy']"
infamous story benjamin barker aka sweeney todd sets barber shop london basis sinister partnership fellow tenant mrs lovett based hit broadway musical,"['Drama', 'Horror', 'Musical']"
psychic works fbi order hunt serial killer,"['Crime', 'Drama', 'Mystery']"
family looks prevent evil spirits trapping comatose child realm called,"['Horror', 'Mystery', 'Thriller']"
becomes clear solo album failure former boy band member everything power maintain celebrity status,"['Comedy', 'Music']"
somerset october clover catto ellie kendrick receives call telling younger brother harry joe blakemore dead must return family farm face see full summary »,['Drama']
feds try take notorious american gangsters john dillinger baby face nelson pretty boy floyd booming crime wave,"['Biography', 'Crime', 'Drama']"
life mason early childhood arrival college,['Drama']
kingpin threatens new york city group mutated turtle warriors must emerge shadows protect home,"['Action', 'Adventure', 'Comedy']"
russian teenager living london dies childbirth leaves clues midwife journal could tie child rape involving violent russian mob family,"['Crime', 'Drama', 'Mystery']"
story follows man returns home discover longburied family secret whose attempts put things right threaten lives left home years,['Drama']
process server marijuana dealer wind run hitmen corrupt police officer witnesses dealers boss murder competitor trying serve papers,"['Action', 'Comedy', 'Crime']"
shy senior downtoearth junior fall love one weekend,"['Comedy', 'Drama', 'Romance']"
two boston area detectives investigate little girls kidnapping ultimately turns crisis professionally personally,"['Crime', 'Drama', 'Mystery']"
uptight fbi special agent paired foulmouthed boston cop take ruthless drug lord,"['Action', 'Comedy', 'Crime']"
philosophy teacher soldiers death mother getting fired job dealing husband cheating,['Drama']
latethcentury russian high society st petersburg aristocrat anna karenina enters lifechanging affair dashing count alexei vronsky,"['Drama', 'Romance']"
detective psychoanalyst uncover evidence satanic cult investigating rape young woman,"['Crime', 'Drama', 'Mystery']"
newlywed couple ted tamilynn want baby order qualify parent ted prove hes person court law,"['Adventure', 'Comedy', 'Romance']"
trio bodybuilders florida get caught extortion ring kidnapping scheme goes terribly wrong,"['Comedy', 'Crime', 'Drama']"
fisherman smuggler syndicate businessmen match wits possession priceless diamond,"['Adventure', 'Drama', 'Thriller']"
savage murders three young children sparks controversial trial three teenagers accused killing kids part satanic ritual,"['Biography', 'Crime', 'Drama']"
disgraced member russian military police investigates series child murders stalinera soviet union,"['Crime', 'Drama', 'Thriller']"
iraq war sergeant recently assigned army bomb squad put odds squad mates due maverick way handling work,"['Drama', 'History', 'Thriller']"
reckless test pilot hal jordan granted alien ring bestows otherworldly powers inducts intergalactic police force green lantern corps,"['Action', 'Adventure', 'Sci-Fi']"
two corrupt cops set blackmail frame every criminal unfortunate enough cross path events however complicated arrival someone appears even dangerous,"['Action', 'Comedy']"
freak storm unleashes species bloodthirsty creatures small town small band citizens hole supermarket fight lives,['Horror']
structuralsecurity authority finds set incarcerated worlds secret secure prison use skills escape help inside,"['Action', 'Crime', 'Mystery']"
rosie alex best friends since couldnt possibly right one anotheror could comes love life making right choices two worst enemies,"['Comedy', 'Romance']"
high school senior instigates social pecking order revolution finding labeled duff designated ugly fat friend prettier popular counterparts,['Comedy']
japanese agents close members korean resistance plan attack seoul,"['Action', 'Drama', 'Thriller']"
katniss everdeen district shatters games forever leadership president coin advice trusted friends katniss spreads wings fights save peeta nation moved courage,"['Action', 'Adventure', 'Sci-Fi']"
kevins mother struggles love strange child despite increasingly vicious things says grows kevin getting started final act beyond anything anyone imagined,"['Drama', 'Mystery', 'Thriller']"
lady susan vernon takes temporary residence inlaws estate determined matchmaker daughter frederica naturally,"['Comedy', 'Drama', 'Romance']"
mother disappears clary fray learns descends line warriors protect world demons joins forces others like heads dangerous alternate new york called shadow world,"['Action', 'Fantasy', 'Horror']"
man fateful secret embarks extraordinary journey redemption forever changing lives seven strangers,"['Drama', 'Romance']"
story king george vi united kingdom great britain northern ireland impromptu ascension throne speech therapist helped unsure monarch become worthy,"['Biography', 'Drama']"
irish republican bobby sands leads inmates northern irish prison hunger strike,"['Biography', 'Drama']"
teenager teleportation abilities suddenly finds middle ancient war like sworn annihilators,"['Action', 'Adventure', 'Sci-Fi']"
toys mistakenly delivered daycare center instead attic right andy leaves college woody convince toys werent abandoned return home,"['Animation', 'Adventure', 'Comedy']"
bleak days cold war espionage veteran george smiley forced semiretirement uncover soviet agent within mi,"['Drama', 'Mystery', 'Thriller']"
alice fights alongside resistance movement regain freedom umbrella corporation testing facility,"['Action', 'Horror', 'Sci-Fi']"
kaira budding cinematographer search perfect life encounter jug unconventional thinker helps gain new perspective life discovers happiness finding comfort lifes imperfections,"['Drama', 'Romance']"
chronicle max perkinss time book editor scribner oversaw works thomas wolfe ernest hemingway f scott fitzgerald others,"['Biography', 'Drama']"
slaveturnedgladiator finds race time save true love betrothed corrupt roman senator mount vesuvius erupts must fight save beloved pompeii crumbles around,"['Action', 'Adventure', 'Drama']"
young man survives disaster sea hurtled epic journey adventure discovery cast away forms unexpected connection another survivor fearsome bengal tiger,"['Adventure', 'Drama', 'Fantasy']"
college professors bond abandoned dog takes home,"['Drama', 'Family']"
night high school reunion group friends realize still havent quite grown ways,"['Comedy', 'Drama', 'Romance']"
molecular biologist laboratory partner uncover evidence may fundamentally change society know,"['Drama', 'Romance', 'Sci-Fi']"
john mcclane young hacker join forces take master cyberterrorist thomas gabriel washington dc,"['Action', 'Adventure', 'Thriller']"
idealistic romantic gets fired day job offered onetime gig break girls relationship disapproving parents onetime gig spreads see full summary »,"['Comedy', 'Romance']"
two psychopathic young men take family hostage cabin,"['Crime', 'Drama', 'Horror']"
john bennett man whose childhood wish bringing teddy bear life came true must decide keeping relationship bear girlfriend lori,"['Comedy', 'Fantasy']"
peaceful life threatened hightech assassin former blackops agent frank moses reassembles old team last ditch effort survive uncover assailants,"['Action', 'Comedy', 'Crime']"
set northern australia world war ii english aristocrat inherits sprawling ranch reluctantly pacts stockman order protect new property takeover plot pair drive head cattle unforgiving landscape experience bombing darwin australia japanese forces firsthand,"['Adventure', 'Drama', 'Romance']"
excon gets series apparently unrelated killings gets tracked veteran cop secrets egocentric hit man,"['Action', 'Crime', 'Drama']"
set cutter mississippi film follows man discovers dark truth neighbor secrets may keeping cellar,"['Crime', 'Horror', 'Thriller']"
affair politician contemporary dancer affected mysterious forces keeping lovers apart,"['Romance', 'Sci-Fi', 'Thriller']"
man returns small hometown learning mother fallen ill undergo surgery,"['Comedy', 'Drama', 'Romance']"
bigcity lawyer hank palmer returns childhood home father towns judge suspected murder hank sets discover truth along way reconnects estranged family,"['Crime', 'Drama']"
highprofile terrorism case unexpectedly binds together two exlovers defense team testing limits loyalties placing lives jeopardy,"['Crime', 'Drama', 'Mystery']"
sam witwicky leaves autobots behind normal life mind filled cryptic symbols decepticons target dragged back transformers war,"['Action', 'Adventure', 'Sci-Fi']"
man shipwrecked deserted island encounters red turtle changes life,"['Animation', 'Fantasy']"
manolo young man torn fulfilling expectations family following heart embarks adventure spans three fantastic worlds must face greatest fears,"['Animation', 'Adventure', 'Comedy']"
twins journey middle east discover family history fulfill mothers last wishes,"['Drama', 'Mystery', 'War']"
newly wed man believes hes gotten hitched perfect woman encounters another lady honeymoon,"['Comedy', 'Romance']"
world emperor penguins find soul mates song penguin born cannot sing tap dance something fierce,"['Animation', 'Comedy', 'Family']"
movie star vincent chase together boys eric turtle johnny back back business super agentturnedstudio head ari gold risky project serve vinces directorial debut,['Comedy']
young couple staying isolated vacation home terrorized three unknown assailants,"['Horror', 'Mystery', 'Thriller']"
man chosen worlds creator undertake momentous mission apocalyptic flood cleanses world,"['Action', 'Adventure', 'Drama']"
forced live next fraternity house couple newborn baby whatever take,['Comedy']
continuation joes sexually dictated life delves darker aspects adulthood obsessions led seligmans care,['Drama']
chronicle one womans mile solo hike undertaken way recover recent personal tragedy,"['Adventure', 'Biography', 'Drama']"
high school basketball coach passes away five good friends former teammates reunite fourth july holiday weekend,['Comedy']
discovering video showing believes vanished sister heather james group friends head forest believed inhabited blair witch,"['Horror', 'Thriller']"
work causes single mother move china young son new home boy embraces kung fu taught master,"['Action', 'Drama', 'Family']"
imprisoned vampire barnabas collins set free returns ancestral home dysfunctional descendants need protection,"['Comedy', 'Fantasy', 'Horror']"
young man woman decide take friendship next level without becoming couple soon discover adding sex leads complications,"['Comedy', 'Romance']"
turnofthecentury vienna magician uses abilities secure love woman far social standing,"['Drama', 'Mystery', 'Romance']"
group iraq war veterans looks clear name us military suspect four men committing crime framed,"['Action', 'Adventure', 'Comedy']"
soldier introduces peterson family claiming friend son died action young man welcomed home series accidental deaths seem connected presence,['Thriller']
two salesmen whose careers torpedoed digital age find way coveted internship google must compete group young techsavvy geniuses shot employment,['Comedy']
two british comicbook geeks traveling across us encounter alien outside area,"['Adventure', 'Comedy', 'Sci-Fi']"
young woman dreams childrens author makes unlikely friendship cantankerous rich old widower,"['Comedy', 'Drama', 'Fantasy']"
murder inside louvre clues da vinci paintings lead discovery religious mystery protected secret society two thousand years could shake foundations christianity,"['Mystery', 'Thriller']"
mr church tells story unique friendship develops little girl dying mother retain services talented cook henry joseph church begins six month arrangement instead spans fifteen years creates family bond lasts forever,"['Comedy', 'Drama']"
paris orphan named hugo cabret lives walls train station wrapped mystery involving late father automaton,"['Adventure', 'Drama', 'Family']"
two girls must battle mysterious evil force get left behind boarding school winter break,"['Horror', 'Thriller']"
cia agent ground jordan hunts powerful terrorist leader caught unclear intentions american supervisors jordan intelligence,"['Action', 'Drama', 'Romance']"
writer indulging los angeles las vegas offer undertakes search love self via series adventures six different women,"['Drama', 'Romance']"
far east alex oconnell son famed mummy fighters rick evy oconnell unearths mummy first emperor qin shapeshifting entity cursed witch centuries ago,"['Action', 'Adventure', 'Fantasy']"
titan industry sent prison shes caught insider trading emerges ready rebrand americas latest sweetheart everyone screwed quick forgive forget,['Comedy']
legendary roberto duran equally legendary trainer ray arcel change others lives,"['Action', 'Biography', 'Drama']"
retired legal counselor writes novel hoping find closure one past unresolved homicide cases unreciprocated love superior still haunt decades later,"['Drama', 'Mystery', 'Romance']"
tough us marshal helps stubborn teenager track fathers murderer,"['Adventure', 'Drama', 'Western']"
caught forbidden romance expectations friends aspiring dj cole carter attempts find path life leads fame fortune,"['Drama', 'Music', 'Romance']"
cowardly farmer begins fall mysterious new woman town must put newfound courage test husband notorious gunslinger announces arrival,"['Comedy', 'Romance', 'Western']"
married womans husband perfect life cheats sister extreme consequences befalling,['Thriller']
unconventional love story aspiring actress determined driver boss eccentric billionaire howard hughes,"['Comedy', 'Drama', 'Romance']"
los angeles widowed mother daughters add new stunt bolster seance scam business inviting evil presence home,"['Horror', 'Thriller']"
order restore dying safe son poseidon friends embark quest sea monsters find mythical golden fleece trying stop ancient evil rising,"['Adventure', 'Family', 'Fantasy']"
attorney intent climbing career ladder toward success finds unlikely opponent manipulative criminal trying prosecute,"['Crime', 'Drama', 'Mystery']"
woman tries exonerate brother convicted murder proving crime committed supernatural phenomenon,"['Horror', 'Mystery']"
guiltstricken job gone wrong hitman ray partner await orders ruthless boss bruges belgium last place world ray wants,"['Comedy', 'Crime', 'Drama']"
two top cia operatives wage epic battle one another discover dating woman,"['Action', 'Comedy', 'Romance']"
film blackandwhite era actress lída baarová doomed love affair,"['Biography', 'Drama', 'History']"
dangerous postapocalyptic world ailing father defends son slowly travel sea,"['Adventure', 'Drama']"
losing memory woman begins see unexplained things psychiatrist suggests visit childhood home,"['Drama', 'Thriller']"
agent infiltrates crime ring ran charismatic boss,['Drama']
